ind,project,pop,super_pop,gender,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
HG03951,1000 Genomes,STU,CSA,female,false,false,-0.12108,-0.045953,0.13346,-0.17081,0.019016,-0.0054027,-0.0019202,-0.0054829,0.0069904,0.029351,-0.0043591,-0.0045807,0.0013654,0.0018448,0.0012689,0.01036,-9.7602E-4,6.5741E-4,0.0024283,0.013191
HG03953,1000 Genomes,STU,CSA,male,false,false,-0.12015,-0.049748,0.1396,-0.16646,0.023539,-4.2631E-4,-0.0039821,-0.0066876,0.008695,0.025098,0.0015006,-0.0023439,2.681E-4,0.0054982,-0.0016967,0.001967,-0.0036495,6.4931E-4,0.0044366,0.0072663
HG03955,1000 Genomes,STU,CSA,female,false,false,-0.11693,-0.05092,0.13126,-0.16992,0.019607,-0.0033397,-0.0022142,-0.003144,9.9046E-4,0.021231,0.0062248,-0.0024388,-9.1162E-4,0.0015978,4.1651E-4,5.9936E-4,0.0019037,0.0018101,-0.0024839,-0.0010512
HG03960,1000 Genomes,ITU,CSA,male,false,false,-0.12382,-0.043469,0.13063,-0.17096,0.023066,-0.0019357,-0.002532,-0.004831,0.0027842,0.034318,0.0021812,-0.0020457,-0.0026478,-0.0045501,0.0016614,0.010866,0.0029568,0.0030714,0.0020336,0.010496
HG03963,1000 Genomes,ITU,CSA,male,false,false,-0.12472,-0.036247,0.13289,-0.17447,0.021093,-0.0018612,-0.0094788,-0.0041662,0.0034636,0.040992,-0.0028025,-3.1081E-4,-0.0018815,-5.7526E-4,-0.0070276,0.0070382,0.0014831,0.0094296,0.0031864,0.0033827
HG03965,1000 Genomes,ITU,CSA,male,false,false,-0.12569,-0.029582,0.13047,-0.17607,0.013133,-0.0011494,-0.010448,-0.012822,0.0051184,0.036042,0.0025377,0.0068832,-0.0030782,-0.0023791,0.0019555,0.0149,0.0015051,0.0062365,-0.0028702,0.010003
HG03967,1000 Genomes,ITU,CSA,male,false,false,-0.1229,-0.061164,0.13199,-0.16446,0.024005,-0.0034037,0.003987,0.0041881,-0.0025392,0.01421,-0.0038668,-0.003781,8.9811E-4,-0.0035985,-0.0034129,-0.011818,5.6383E-4,-4.9337E-4,-0.0028783,-0.005681
HG03968,1000 Genomes,ITU,CSA,female,false,false,-0.11863,-0.052736,0.1368,-0.17093,0.024094,0.0025521,-0.0029209,-0.0035975,0.0024064,0.022298,0.0022654,-0.0027338,-0.0027361,-0.0016729,-6.3608E-4,-0.0044713,-0.0052553,-0.0057845,0.0021101,0.0031178
HG03969,1000 Genomes,ITU,CSA,male,false,false,-0.12079,-0.05628,0.1365,-0.16988,0.024303,-0.003077,-4.3957E-4,-2.0807E-4,0.0046213,0.028835,-9.2213E-4,0.001302,-8.5518E-4,-0.0039954,-0.0060114,-0.0041848,-0.0018613,-0.0010831,0.0052815,0.0028524
HG03971,1000 Genomes,ITU,CSA,male,false,false,-0.12097,-0.05734,0.13073,-0.16835,0.021345,-0.0030735,-0.0063712,-0.0038013,0.0012301,0.022978,0.0010068,-0.0056782,0.0022538,-5.8643E-4,-7.7305E-4,-0.0012394,-0.0058255,-0.0029784,-0.0010895,-1.4086E-4
HG03973,1000 Genomes,ITU,CSA,female,false,false,-0.12039,-0.056485,0.13228,-0.1678,0.027821,5.162E-4,0.0028483,-3.7995E-4,0.0083883,0.02588,-1.046E-4,-0.0087163,-2.618E-4,-0.0025672,-0.0031662,-0.0043956,0.0024651,-8.1086E-4,0.0052029,-0.003523
HG03974,1000 Genomes,ITU,CSA,male,false,false,-0.12092,-0.055524,0.1338,-0.16748,0.022825,0.0029325,0.0039879,3.8481E-4,0.0036504,0.01598,-7.0001E-4,0.0030613,6.3617E-4,-0.0018958,0.0036937,-0.0012959,0.0019023,-0.0017358,-0.0050134,0.0033328
HG03976,1000 Genomes,ITU,CSA,male,false,false,-0.12328,-0.04658,0.13241,-0.16641,0.013355,0.001705,-0.0047691,-0.0078531,-3.3456E-4,0.029118,0.0049357,-0.0059529,0.005484,-0.0010232,-0.0019273,0.0037156,-0.0021762,0.010703,-0.0029176,0.0043873
HG03977,1000 Genomes,ITU,CSA,female,false,false,-0.12375,-0.010828,0.15335,-0.19744,0.01434,6.3177E-4,-0.014073,-0.011703,0.010616,0.07004,-0.0011629,0.0019043,-0.0053899,-3.1328E-5,0.0060042,0.01877,-0.0053247,0.016444,-0.001083,0.016934
HG03978,1000 Genomes,ITU,CSA,male,false,false,-0.12406,-0.031644,0.14001,-0.17329,0.020266,-0.0034224,-0.0075009,-0.012391,0.0076573,0.03743,0.0025323,-0.001132,-5.8167E-4,8.4082E-4,0.0027821,0.0052121,-0.0056431,0.010799,0.0036763,0.013658
HG03985,1000 Genomes,STU,CSA,male,false,false,-0.12392,-0.025803,0.1454,-0.18516,0.014747,-0.0048655,-0.005455,-0.010812,0.0081031,0.056366,0.0027794,0.0045455,0.0023087,0.0052606,9.6683E-4,0.024007,-0.0035187,0.0080413,0.0043145,0.014754
HG03986,1000 Genomes,STU,CSA,female,false,false,-0.12036,-0.050521,0.13299,-0.17254,0.020881,-9.2169E-4,-0.003929,-0.0032073,0.0042706,0.029139,0.0070054,9.3432E-4,0.0026834,0.0052697,0.0013573,0.0035918,-0.0010849,0.0067787,0.0018462,-3.558E-4
HG03989,1000 Genomes,STU,CSA,female,false,false,-0.11915,-0.045858,0.13879,-0.17116,0.019204,3.7485E-4,-9.5662E-4,-0.0025075,0.0051449,0.031929,-0.0017555,-0.0059269,0.0014863,0.001928,0.0035423,-6.3736E-4,-0.0070977,0.0087266,0.0020617,0.0088999
HG03990,1000 Genomes,STU,CSA,male,false,false,-0.12199,-0.038255,0.13522,-0.17435,0.020199,-0.0024294,-0.010848,-0.0059541,0.0050821,0.044833,0.0031705,-0.0074045,-0.0035489,0.0031953,0.0034242,0.0063063,0.011718,0.004168,-0.0071477,0.013621
HG03991,1000 Genomes,STU,CSA,male,false,false,-0.12059,-0.044576,0.1363,-0.16914,0.02279,-0.0038068,-0.005762,-0.00548,0.0060709,0.031225,3.4283E-4,-0.0055954,0.0023218,-0.0047499,5.8263E-5,0.0042317,-0.0053452,0.0064618,-0.0028331,0.010801
HG03992,1000 Genomes,STU,CSA,male,false,false,-0.11923,-0.049428,0.13445,-0.17075,0.01508,-7.4846E-4,-0.0013414,-0.0066307,0.0049071,0.037563,0.0013698,-0.0024046,8.8908E-4,-0.0014971,1.9385E-4,0.006463,-0.0057997,0.0067493,0.0046171,0.0042791
HG03995,1000 Genomes,STU,CSA,female,false,false,-0.12334,-0.039943,0.13755,-0.17558,0.01683,-0.0045348,-0.0058501,-0.0083367,4.3083E-4,0.040581,-0.0033025,0.0028153,0.0015419,-0.0017665,0.0014037,0.0079258,-0.0040406,1.8227E-4,0.0025468,0.0090243
HG03998,1000 Genomes,STU,CSA,male,false,false,-0.11967,-0.046507,0.13175,-0.16767,0.018072,-0.0016385,-0.0044623,-7.5309E-4,0.0018418,0.02107,0.0012205,-3.6752E-4,0.0018184,0.001449,-0.0031647,-0.001545,-1.632E-4,0.0045369,7.2792E-4,2.577E-4
HG03999,1000 Genomes,STU,CSA,male,false,false,-0.12126,-0.040898,0.13389,-0.17453,0.023199,-0.0023182,-0.0067423,-0.0096271,0.0080229,0.040696,0.0043749,-0.0018442,0.0026263,-0.0011329,4.9393E-4,0.0044468,-7.9363E-5,0.0095453,0.0011764,0.013017
HG04001,1000 Genomes,ITU,CSA,female,false,false,-0.12641,-0.039475,0.13807,-0.17639,0.021411,-2.8857E-4,-0.011034,-0.01324,0.0037783,0.038424,0.0053854,0.0021572,7.1576E-4,0.0045636,0.0025733,0.0086633,-0.0038483,0.0011902,-0.0016688,0.011651
HG04002,1000 Genomes,ITU,CSA,male,false,false,-0.12152,-0.04862,0.13602,-0.16951,0.026879,-0.0027657,-9.0742E-4,-0.0057443,0.0056789,0.028185,0.0010539,-0.0040506,-0.0034989,-2.0976E-4,-0.0012869,-9.7823E-4,-9.4815E-4,0.0060731,0.0045803,0.0074786
HG04003,1000 Genomes,STU,CSA,male,false,false,-0.12385,-0.077379,0.11319,-0.13613,0.016584,-0.0018035,-0.0077509,8.0545E-4,5.7811E-4,0.0028077,-0.0018879,-0.0038095,0.0048664,-0.003056,0.0013208,-0.008212,0.0052986,-0.0033689,0.0012523,-0.0058572
HG04006,1000 Genomes,STU,CSA,male,false,false,-0.11893,-0.029604,0.13772,-0.18071,0.018511,-0.0019731,-0.0016652,-0.0067779,0.00929,0.053296,0.0025675,0.0017108,-0.002225,0.0056192,4.7508E-4,0.012838,-0.002367,0.0060313,-0.0070155,0.014869
HG04014,1000 Genomes,ITU,CSA,female,false,false,-0.1252,-0.029249,0.13766,-0.16669,0.019158,-4.2062E-4,-0.0075439,-0.010306,0.011732,0.041913,0.0029462,-0.0040683,0.001193,0.0075581,-0.0023312,0.012883,0.0065527,0.0072269,-0.001459,0.0095302
HG04015,1000 Genomes,ITU,CSA,male,false,false,-0.1205,-0.042313,0.13701,-0.17462,0.014486,-0.0057891,-0.0054215,-0.0087584,0.0041361,0.033924,0.0043395,-0.0026119,-0.0036611,0.0049505,7.0468E-4,0.0047546,-0.0046556,-4.8871E-4,-0.0024501,0.0037219
HG04017,1000 Genomes,ITU,CSA,male,false,false,-0.12326,-0.043854,0.14685,-0.19413,0.03108,-0.0024227,-0.0045803,-0.01247,0.0048193,0.0443,-0.0015878,1.1138E-4,-0.0025997,0.0024019,0.0037816,0.020602,-5.3162E-4,0.0084458,0.0045794,0.014282
HG04018,1000 Genomes,ITU,CSA,female,false,false,-0.1192,-0.063555,0.13715,-0.16645,0.029448,-7.2212E-4,0.0053244,6.1661E-4,0.0040901,0.016204,-0.0012885,-2.6481E-4,-0.0037669,6.0632E-4,-0.0033083,-0.004071,-0.0012481,-0.0043417,0.0049854,-0.0082725
HG04019,1000 Genomes,ITU,CSA,male,false,false,-0.12067,-0.056832,0.13226,-0.17347,0.021894,-0.0038299,-0.0015864,-0.0051445,0.0035293,0.020592,0.0019761,-3.2431E-4,-0.0010779,-0.0061499,-0.0014375,-0.003606,-0.0057377,0.0019861,0.0020259,0.0013032
HG04020,1000 Genomes,ITU,CSA,male,false,false,-0.12283,-0.056914,0.11951,-0.14899,0.025266,0.0016737,-0.0060997,-0.0082594,0.0029811,0.014978,0.0076267,-0.0047704,0.002037,0.0046909,-0.0021575,0.0063177,7.9545E-4,-0.0020977,-5.2648E-4,-0.0038353
HG04022,1000 Genomes,ITU,CSA,male,false,false,-0.12147,-0.047114,0.13447,-0.17344,0.021778,-7.4828E-4,-0.0062826,-0.0076101,0.0053848,0.036997,-0.0015253,0.0031745,-0.0013858,-0.008228,0.0022576,0.0031359,-0.0032945,0.010754,5.2832E-4,0.0082619
HG04023,1000 Genomes,ITU,CSA,male,false,false,-0.12326,-0.035491,0.15034,-0.20073,0.027656,-5.1203E-4,-0.012835,-0.014183,0.008643,0.05073,-0.0024867,0.0066154,-0.0018233,4.1789E-4,-5.8636E-4,0.01991,-0.010664,0.016173,0.0018418,0.023927
HG04025,1000 Genomes,ITU,CSA,female,false,false,-0.12357,-0.040907,0.15194,-0.19931,0.027671,-0.002155,-0.0038642,-0.015089,0.0081251,0.056622,-0.001519,-0.0023145,-0.0043799,0.0028046,-5.0887E-4,0.021196,-0.0049981,0.012231,7.742E-4,0.015719
HG04026,1000 Genomes,ITU,CSA,female,false,false,-0.12257,-0.038319,0.15474,-0.20554,0.028966,-0.0023505,-0.010221,-0.012891,0.0021545,0.056079,9.1753E-4,0.0042744,-0.0050114,-6.1904E-4,8.9741E-4,0.021618,-0.0067801,0.018153,0.0054873,0.026597
HG04029,1000 Genomes,STU,CSA,female,false,false,-0.12196,-0.04488,0.13538,-0.16961,0.02161,-7.5665E-4,-0.0035673,-0.0090223,0.004734,0.022997,0.0025823,-0.0025781,-0.0062019,0.0013703,-3.1924E-4,-5.7862E-4,-3.7091E-5,0.0026633,-4.4797E-4,0.0082448
HG04033,1000 Genomes,STU,CSA,male,false,false,-0.12123,-0.039466,0.14187,-0.17483,0.019442,-0.0032,-0.012679,-0.0098669,0.006471,0.039559,0.0041917,0.0013006,-0.0032528,-0.0027353,1.6688E-4,0.0065333,-0.0062384,0.0091964,-0.0031778,0.013844
HG04035,1000 Genomes,STU,CSA,female,false,false,-0.1214,-0.049717,0.13568,-0.1709,0.025623,-0.0026149,-0.0063785,-0.0036938,0.003892,0.036417,8.8318E-5,0.0039512,0.003226,0.011063,-0.0015761,6.2895E-4,0.0050351,0.0050817,-0.0022142,3.3633E-5
HG04036,1000 Genomes,STU,CSA,female,false,false,-0.11895,-0.050644,0.13482,-0.17377,0.021915,-0.0027055,0.001258,-0.0069381,0.0074929,0.036531,0.0021734,-0.0050517,-2.8885E-4,-0.0052468,-0.0012855,0.0027214,-0.0056393,0.0060246,0.0044895,0.0037616
HG04038,1000 Genomes,STU,CSA,female,false,false,-0.12084,-0.042307,0.13274,-0.16909,0.017472,-0.0017327,-0.0067692,-0.0095064,-0.0010111,0.029815,3.3081E-4,-0.0034974,-0.0056677,0.0030156,-8.6583E-4,0.014688,-0.0020831,0.0048884,0.0037739,0.0088996
HG04039,1000 Genomes,STU,CSA,male,false,false,-0.11843,-0.039874,0.13631,-0.16898,0.020038,-0.003774,-0.0030729,-0.0046728,7.9698E-4,0.033068,0.0013542,-2.5026E-4,-0.0013108,-0.004862,0.0046131,0.0024637,-0.010376,0.0052674,0.0074032,0.0027529
HG04042,1000 Genomes,STU,CSA,female,false,false,-0.12326,-0.042262,0.13621,-0.17329,0.020538,-0.0018555,-0.004374,-0.0014475,0.0025642,0.035677,-0.0025196,-0.0024298,-0.0013598,-3.0553E-4,-0.0027867,0.0020484,-0.004497,0.010698,0.0022264,0.0059988
HG04047,1000 Genomes,STU,CSA,female,false,false,-0.11923,-0.039243,0.13824,-0.17682,0.019632,-9.7105E-4,-0.0043781,-0.010253,0.0056893,0.047901,-0.0012258,-0.0039095,2.0374E-4,0.0029017,-0.0032426,-5.9821E-4,-0.0017824,0.004397,0.0056277,0.011738
HG04054,1000 Genomes,ITU,CSA,female,false,false,-0.12661,-0.03265,0.15394,-0.19678,0.025973,-0.0015487,-0.0067845,-0.01289,0.0086471,0.055511,-0.0011162,0.0010903,-0.0046922,-0.0013473,5.3322E-4,0.020971,-4.8655E-5,0.025693,0.0039637,0.027308
HG04056,1000 Genomes,ITU,CSA,male,false,false,-0.12592,-0.042572,0.1514,-0.20035,0.027783,-0.0024665,-0.0076873,-0.009051,0.0027415,0.050796,0.0031561,-0.0015538,-0.0013795,-0.0028381,0.0027962,0.023425,-0.0044195,0.010963,-0.0023472,0.025079
HG04059,1000 Genomes,ITU,CSA,female,false,false,-0.11999,-0.055494,0.13337,-0.16856,0.024065,3.4585E-4,-0.010659,-0.0037151,0.0059989,0.029785,-7.8402E-4,0.0059571,0.0035544,-0.002298,-7.2782E-4,0.007797,0.0029415,0.0052919,-0.0013962,0.008443
HG04060,1000 Genomes,ITU,CSA,male,false,false,-0.12316,-0.076503,0.11744,-0.15076,0.021804,0.001949,-0.010613,0.001358,-7.7795E-4,0.0080909,0.0017131,-0.0056598,0.0017636,0.0053996,0.0051471,-0.0038348,-0.0068041,0.0022067,0.0036484,-0.006842
HG04061,1000 Genomes,ITU,CSA,male,false,false,-0.12282,-0.010773,0.15032,-0.19633,0.011575,-0.0082058,-0.010252,-0.021948,0.0094498,0.075247,0.001973,-0.0046604,-0.0028673,0.0019946,0.0059607,0.024535,-0.0027016,0.016765,0.0050409,0.017091
HG04062,1000 Genomes,ITU,CSA,female,false,false,-0.1227,-0.017773,0.1483,-0.19181,0.022494,-0.003982,-0.010276,-0.010799,0.010273,0.061216,0.0060323,-9.9883E-4,-0.001321,-0.0050813,-0.0018743,0.020997,-0.012196,0.014832,0.0013067,0.024132
HG04063,1000 Genomes,ITU,CSA,female,false,false,-0.1216,-0.038698,0.15125,-0.19983,0.036168,-1.6706E-4,-0.011506,-0.0081765,0.0070728,0.045379,-0.001645,0.0018149,-4.5231E-4,-2.636E-4,0.0029095,0.022125,-0.0056802,0.015129,0.0050987,0.01937
HG04070,1000 Genomes,ITU,CSA,female,false,false,-0.12184,-0.045543,0.13672,-0.1726,0.024872,0.0021557,0.0025933,-0.0063315,0.0017567,0.034496,2.8039E-4,-0.0014762,-0.0055857,-0.005003,-0.0017472,0.011434,-0.0078884,0.0071247,0.0043834,0.0082309
HG04075,1000 Genomes,STU,CSA,female,true,false,-0.12475,-0.046592,0.13873,-0.17149,0.02122,-4.2103E-4,-0.0066115,-0.0052219,0.0021672,0.042385,0.0021433,-0.0079828,-2.6054E-4,0.0063531,-0.0014862,0.0080754,-0.0066858,0.0083791,0.0045233,0.01665
HG04076,1000 Genomes,ITU,CSA,female,false,false,-0.12155,-0.047006,0.13726,-0.17027,0.027475,-0.002273,-7.4379E-4,-0.0039381,0.0046552,0.035207,4.4999E-4,0.0045626,-5.5789E-4,-0.0062253,0.0012135,0.0018644,-8.5081E-4,9.7894E-4,0.0052006,0.0074766
HG04080,1000 Genomes,ITU,CSA,male,false,false,-0.12213,-0.072698,0.11875,-0.15179,0.020557,-0.0049813,-0.011775,-0.0012662,0.0040699,0.0095594,0.0034354,-3.9471E-4,4.5814E-4,3.1536E-5,0.0011714,-0.0025064,-0.0025545,-0.0034384,-0.0039644,-0.0026624
HG04090,1000 Genomes,ITU,CSA,female,false,false,-0.1253,-0.057194,0.13506,-0.16978,0.026281,-0.0025823,-0.0029517,-0.003373,-0.0019874,0.022894,-0.0034805,0.00142,0.0013389,-1.666E-4,0.005461,7.2264E-4,-0.0040476,-0.0010629,1.4001E-6,-0.0044914
HG04093,1000 Genomes,ITU,CSA,male,false,false,-0.11774,-0.054452,0.13694,-0.16942,0.022602,-6.838E-4,-0.002855,-0.0035289,-2.9881E-4,0.01464,-5.9453E-5,-0.0038748,-9.9095E-4,0.0021194,0.0020352,-0.0095816,0.0046435,-0.0011522,0.0057028,-0.002412
HG04094,1000 Genomes,ITU,CSA,male,false,false,-0.12365,-0.040649,0.14012,-0.17282,0.017569,-0.0024646,-0.020137,-0.006053,0.0067333,0.034617,0.0010907,0.0055582,-0.002674,-0.0011243,0.0021036,0.011645,-3.8508E-4,0.0097546,-6.3199E-4,0.015204
HG04096,1000 Genomes,ITU,CSA,male,false,false,-0.1256,-0.04184,0.14794,-0.19487,0.025328,-0.0029061,-0.0062939,-0.0098786,0.009599,0.044163,-0.0066495,-0.0050989,-5.1785E-4,3.7881E-5,0.0041274,0.019283,0.0021504,0.010355,0.0037012,0.02726
HG04098,1000 Genomes,ITU,CSA,male,false,false,-0.12067,-0.047665,0.13466,-0.17274,0.015844,-2.7114E-4,-0.010367,-0.010839,0.004679,0.034676,0.004868,-0.0010775,-0.0020509,5.5457E-5,0.0014287,0.009861,-0.0035963,0.0043984,0.0049172,0.0064279
HG04099,1000 Genomes,STU,CSA,female,true,false,-0.1206,-0.044407,0.13367,-0.17141,0.021248,-7.1771E-4,-0.0070116,-0.006724,0.0021155,0.03091,0.0010686,-0.0072247,-0.0014814,7.408E-5,0.0010079,0.010277,-0.0026022,0.0020927,-0.0018185,0.0059688
HG04100,1000 Genomes,STU,CSA,male,true,false,-0.11843,-0.034202,0.13624,-0.17338,0.018727,-4.8901E-4,-0.010314,-0.0039922,0.008539,0.042636,0.0027156,0.0046094,-0.0045022,-4.7299E-4,-0.001602,0.010588,-0.0071921,0.0029679,0.0019694,0.013275
HG04106,1000 Genomes,STU,CSA,female,false,false,-0.12165,-0.048987,0.1344,-0.16593,0.020509,-0.0033077,-0.0080168,-0.0048783,-9.3766E-4,0.032527,-0.0012596,-0.0073029,-0.004081,-0.0011478,-3.3661E-4,0.0012632,-0.0011422,0.003892,0.0032,0.0066262
HG04107,1000 Genomes,STU,CSA,male,false,false,-0.12305,-0.048315,0.14038,-0.17876,0.023282,-0.0012843,-0.0025971,-0.0071093,0.0027585,0.02218,0.0079287,-0.016125,-0.0011489,-0.0013284,-3.769E-4,-0.0031913,0.0028314,0.0043715,6.4475E-4,-0.0013063
HG04115,1000 Genomes,STU,CSA,male,false,false,-0.1223,-0.045591,0.13518,-0.17448,0.018871,-1.3613E-4,-0.0097799,-0.0087276,9.7546E-4,0.037914,0.0013348,-0.0029723,-1.5035E-4,-0.0016509,-4.5845E-4,0.0078888,0.0016584,0.0062805,-9.4164E-5,0.012982
HG04118,1000 Genomes,ITU,CSA,female,false,false,-0.11938,-0.053113,0.13826,-0.16865,0.027987,-0.0010413,-0.0017169,-3.1829E-4,0.0068615,0.025117,0.0053401,-0.0051914,-2.8307E-4,-0.0038984,0.0012389,0.0034938,-0.0036765,0.0032905,0.0026124,0.0033501
HG04122,1000 Genomes,STU,CSA,male,false,false,-0.12501,-0.042773,0.13811,-0.17269,0.019671,-0.0020281,-0.0030233,-0.010467,0.0026749,0.042656,0.0052469,-0.0047549,3.5188E-4,0.0033165,-0.0018385,0.0091509,-0.0055795,0.0069319,0.0015167,0.016351
HG04127,1000 Genomes,STU,CSA,male,true,true,-0.12478,-0.041595,0.1372,-0.17316,0.02354,-0.0015829,-0.0023565,-0.0099483,0.0041425,0.032953,0.0080411,-0.006399,-0.0029208,1.5354E-4,-0.0051181,0.0020172,-0.0048646,0.006018,0.0017974,0.014913
HG04131,1000 Genomes,BEB,CSA,male,true,false,-0.13265,-0.012794,0.11561,-0.13689,0.017408,5.0485E-4,-0.0087104,-0.012787,0.0047735,0.018503,-0.0036141,0.0072156,-0.0029722,-0.0015942,0.0035762,0.0032766,6.4398E-4,0.0051247,0.0034295,0.011888
HG04132,1000 Genomes,BEB,CSA,female,true,false,-0.13144,-0.014859,0.11556,-0.13659,0.012313,9.1765E-4,-0.017084,-0.016761,0.001088,0.03173,-0.0019501,0.0040139,-0.0042327,-0.0017102,-0.00285,0.014465,-0.0077463,0.0071477,-0.0049832,0.010037
HG04133,1000 Genomes,BEB,CSA,female,false,false,-0.13269,-0.013037,0.11829,-0.13636,0.011313,2.1773E-4,-0.015044,-0.014718,0.0024587,0.021335,-0.001092,0.0043301,-0.0042817,-0.0016816,0.0022264,0.0075516,-0.0050669,0.0049847,-8.7482E-4,0.009828
HG04134,1000 Genomes,BEB,CSA,male,true,false,-0.13307,-0.0096415,0.11371,-0.13342,0.017915,-0.0029527,-0.010654,-0.0135,0.0055665,0.026299,0.002124,-0.0048595,-0.003193,0.0012532,-6.1643E-4,0.014226,0.0027349,0.0037429,-0.0034381,0.0060861
HG04135,1000 Genomes,BEB,CSA,female,true,false,-0.13168,-0.014783,0.11522,-0.14161,0.016269,5.3258E-4,-0.015921,-0.012845,0.0031866,0.030175,0.001457,0.0014728,0.0016669,5.7373E-6,1.6617E-4,0.01444,0.012852,0.013911,2.6073E-5,0.0099883
HG04136,1000 Genomes,BEB,CSA,female,false,false,-0.13292,-0.014024,0.11573,-0.14019,0.018128,-9.6769E-4,-0.014686,-0.0095523,0.0037453,0.027691,0.0019716,-0.0012752,-0.0014545,0.0040902,2.1512E-4,0.016014,0.010634,0.0082266,-6.7066E-4,0.0097905
HG04140,1000 Genomes,BEB,CSA,male,true,false,-0.13623,0.00415,0.11454,-0.13631,0.019404,-3.7619E-4,-0.011336,-0.002184,0.0053675,0.033046,0.0016114,-6.1919E-5,-0.0036771,-0.0041105,-1.7322E-4,0.013557,8.8006E-4,0.0062116,-0.0016517,0.017501
HG04141,1000 Genomes,BEB,CSA,female,true,false,-0.13532,-0.013889,0.11133,-0.13907,0.018958,-0.0018748,-0.010047,-0.014539,0.0057772,0.031444,0.0048052,-0.00542,-0.0022355,-0.0051967,0.0040426,0.015232,6.5322E-4,0.0055073,-0.0020119,0.0078278
HG04142,1000 Genomes,BEB,CSA,female,false,false,-0.13712,-0.0041565,0.10929,-0.13536,0.022243,-0.0011637,-0.0086609,-0.0082134,0.0050206,0.032608,0.0018124,-0.0038967,-0.0049452,-0.0028382,0.0010946,0.015633,-0.0019491,0.0066433,-0.0029713,0.013242
HG04144,1000 Genomes,BEB,CSA,female,false,false,-0.12829,-0.040961,0.11272,-0.14168,0.014496,-0.001707,-0.011673,-0.009466,0.0025222,0.018049,0.004116,-0.0018687,-0.0053099,-0.0061312,0.0029951,0.0066355,-0.0027798,5.0062E-4,-0.0025107,0.0051808
HG04146,1000 Genomes,BEB,CSA,male,true,false,-0.12941,-0.011468,0.11323,-0.13917,0.01251,6.8951E-4,-0.015262,-0.018171,0.0033118,0.02977,0.0037668,1.8192E-4,-0.0052825,-8.0348E-4,0.0028163,0.016572,0.0063151,0.014516,-0.0010442,0.0090435
HG04147,1000 Genomes,BEB,CSA,female,true,false,-0.12856,-0.018177,0.11608,-0.14357,0.018892,0.0010303,-0.016504,-0.0079375,0.0034699,0.03254,8.1239E-5,0.005916,-8.775E-4,0.0011782,-0.0042653,0.016027,-0.0047935,0.010161,0.0027195,0.012442
HG04148,1000 Genomes,BEB,CSA,female,false,false,-0.12848,-0.012101,0.11351,-0.13687,0.013153,9.656E-4,-0.017134,-0.013672,0.0070188,0.029959,0.003724,0.0023761,-0.0027048,5.607E-4,-0.0012464,0.016167,1.6203E-4,0.012046,0.0015948,0.008794
HG04149,1000 Genomes,BEB,CSA,male,true,false,-0.12875,-0.016556,0.11239,-0.14213,0.017535,-2.3374E-4,-0.014452,-0.017779,0.0047596,0.035283,1.8645E-4,0.0024529,-0.0019779,-0.0090085,0.0064647,0.0041331,0.0020393,0.0029168,0.0012817,0.0068966
HG04150,1000 Genomes,BEB,CSA,female,true,false,-0.13486,-0.011502,0.1125,-0.13657,0.019665,4.8095E-4,-0.011212,-0.019671,0.0031947,0.021407,0.0019051,0.0023246,-2.8791E-4,5.4824E-4,0.0030802,0.0048374,2.8368E-4,0.0066893,0.0065221,0.0048486
HG04151,1000 Genomes,BEB,CSA,female,true,true,-0.13015,-0.01186,0.11122,-0.13817,0.01965,9.1879E-4,-0.010798,-0.021169,0.0052596,0.032472,6.0106E-4,-1.3877E-4,-0.0018594,-0.0019003,0.0047173,0.0032458,0.004574,0.0042258,0.0060292,0.0045177
HG04152,1000 Genomes,BEB,CSA,male,false,false,-0.13444,-0.0096943,0.12079,-0.14052,0.015334,0.0014863,-0.015325,-0.011868,0.013583,0.030185,-0.002299,0.0016528,-7.7403E-4,0.0026194,0.002441,0.0069276,0.0028262,0.0070797,-0.0036845,0.0077483
HG04153,1000 Genomes,BEB,CSA,female,false,false,-0.12726,-0.01448,0.11922,-0.14089,0.0096057,-0.0016683,-0.016709,-0.010475,0.0050675,0.032173,0.0019046,-0.0083684,-0.0017099,-0.0019216,-9.6719E-4,0.011866,8.7056E-4,-0.0039018,-0.0023459,0.0089383
HG04155,1000 Genomes,BEB,CSA,male,true,false,-0.13018,-0.010328,0.11739,-0.14049,0.021507,-6.0769E-4,-0.012303,-0.011591,0.0037801,0.031117,0.0018342,-0.0017071,-9.4938E-4,-0.0060141,-9.0146E-4,0.010995,-0.0023857,0.0077386,-0.0031765,0.0059184
HG04156,1000 Genomes,BEB,CSA,female,true,false,-0.13205,-0.016313,0.11543,-0.13552,0.015384,-0.0011683,-0.011192,-0.011398,0.0070577,0.027429,0.0055496,0.0010553,-0.0029218,7.1977E-4,-0.0014278,0.014613,0.0028645,0.0085182,-0.001808,0.010708
HG04157,1000 Genomes,BEB,CSA,male,false,false,-0.13217,-0.01344,0.11335,-0.14063,0.022482,-0.0012208,-0.012262,-0.011643,0.0067171,0.033674,0.0048813,0.0010407,-0.0014107,5.1041E-4,-0.0016162,0.011914,-0.0016113,0.0069428,-0.0031603,0.0092361
